"Marca temporal","¿Usas herramientas de inteligencia artificial (como ChatGPT, Gemini, DeepSeek, etc.)?","Sexo","Municipio ","1 Creo que es importante aprender sobre inteligencia artificial (IA)","
2 Las clases de inteligencia artificial (IA) son importantes","3 Creo que en la escuela se debería impartir clases de inteligencia artificial (IA)","4 Creo que todos los estudiantes deberían aprender sobre inteligencia artificial (IA) en la escuela","5 La inteligencia artificial (IA) es muy importante para el desarrollo de la sociedad","6 La inteligencia artificial (IA) está relacionada con mi vida","7 Utilizaré la inteligencia artificial (IA) para resolver problemas de la vida cotidiana","8 La inteligencia artificial (IA) me ayuda a resolver problemas en la vida real","9 En el futuro necesitare inteligencia artificial (IA) en mi vida","10 La inteligencia artificial (IA) es necesaria para todos","11 Quiero trabajar en el campo de la inteligencia artificial (IA)","12 Elegiré un trabajo en el campo de la inteligencia artificial (IA)","13 Participaría en un club relacionado con la inteligencia artificial (IA) si lo hubiera","14 Me gusta utilizar objetos relacionados con la inteligencia artificial (IA)","15 Es divertido aprender sobre la inteligencia artificial (IA)","
16 Quiero seguir aprendiendo sobre la inteligencia artificial (IA)","17 Me interesa los programas de televisión o los videos en línea relacionados con la inteligencia artificial (IA)","18 Quiero hacer algo que haga la vida más humana más cómoda a través de la inteligencia artificial (IA)","
19 Me interesa el desarrollo de la inteligencia artificial (IA)","
20 Es interesante utilizar la inteligencia artificial (IA)","21 Creo que debería haber más horas de clase dedicadas a la inteligencia artificial (IA) en la escuela","22 Creo que puedo manejar bien la inteligencia artificial (IA)"
"2025/06/04 4:47:35 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 4:49:25 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","5","5","5","3","3","3","5","5","5","3","5","3","5","5","5","5","3","4","1","1"
"2025/06/04 4:55:38 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Lerdo","5","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"2025/06/04 5:00:18 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Santa Clara","4","4","5","4","3","5","4","1","4","5","2","4","4","3","4","4","4","3","4","4","4","3"
"2025/06/04 5:02:05 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","3","1","4","3","2","3","4","2","1","1","3","5","4","4","4","2","1","1","1","3"
"2025/06/04 5:06:10 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","3","2","2","1","1","4","1","1","1","1","1","3","1","3","3","1","1","2","2","2","3"
"2025/06/04 5:07:51 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","1","2","3","4","5","5","1","1","3","3","5","1","4","5","5","4","3","3","5","5","5","4"
"2025/06/04 5:09:12 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 5:09:44 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","4","3","2","1","1","1","3","3","4","3","5","5","5","5","2","4","1","3","4","4"
"2025/06/04 5:13:45 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","3","4","5","4","5","3","3","3","4","5","5","5","5","5","5","5","5","4"
"2025/06/04 5:16:24 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","5","4","4","4","5","4","3","3","4","5","5","5","4","5","5","5","5","5"
"2025/06/04 5:17:29 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","4","4","3","1","3","1","1","2","1","1","3","1","1","2","3","3","1","3","3","3","1","1"
"2025/06/04 5:22:47 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","3","2","1","1","1","1"
"2025/06/04 5:24:17 p.m. GMT-6","","Hombre","Durango","5","5","1","1","5","2","1","1","2","3","1","1","2","3","3","1","1","1","1","3","3","3"
"2025/06/04 5:27:55 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","3","1","3","1","3","1","4","4","5","4","4","5","2","3","4","3","4","5"
"2025/06/04 5:30:23 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","1","1","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"2025/06/04 5:38:44 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","4","3","3","4","4","4","3","4","3","2","3","2","5","3","3","5","4","2","4","5","4"
"2025/06/04 5:44:15 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","1","4","1","5","5","5","5","1","4","3","4","4","4","2","2","2","2","4"
"2025/06/04 5:47:05 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","4","5","5","3","3","3","2","3","2","4","4","4","4","4","4","4","3","3","3","3","3"
"2025/06/04 5:49:21 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","2","1","4","1","1","1","1","1","2","1","1","2","3","4","3","3","2","4","5","1","2"
"2025/06/04 5:53:35 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 5:56:17 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","1","2","3","2","1","2","1","1","1","1","1","2","1","2","3","2","1","1","2","1","2"
"2025/06/04 5:57:57 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 5:59:06 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","3","3","4","4","3","2","3","4","3","4","3","3","3","4","4","4","3","4","4","5","4"
"2025/06/04 6:01:53 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","3","3","3","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1"
"2025/06/04 6:01:57 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","1","1","1","5","4","4","3","2","3","1","1","1","3","5","3","4","2","5","4","4","5"
"2025/06/04 6:02:39 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 6:06:04 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","1","1","1","1","3","1","1","5","5","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 6:12:37 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","2","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/06/04 6:17:58 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","3","3","4","4","4","3","3","3","4","4","3","4","3","3","4","4","3","3","3","3","3","3"
"2025/06/04 6:33:37 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/06/04 6:41:51 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","2","3","3","1","3","1","2","1","2","1","1","1","3","3","3","2","1","3","1","1","3"
"2025/06/04 6:43:34 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","3","3","3","3","1","1","2","2","1","1","1","1","1","1","3","3","2","2","2","1","3"
"2025/06/04 6:52:06 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 7:04:31 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 7:12:37 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","5","5","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4"
"2025/06/04 7:23:52 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","3","1","3","2","2","2","1","2","2","2","1","2","3","3","4","2","3","3","2","2","4"
"2025/06/04 7:26:17 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","1","2","3","1","5","4","3","5","5","5","5","5","1","1","1","1","1","5","1","1","2","1"
"2025/06/04 7:27:18 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","4","1","4","4","4","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/06/04 7:28:15 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Tepehuanes","5","4","2","1","4","4","1","1","4","4","2","1","1","4","4","4","1","1","1","1","1","1"
"2025/06/04 7:57:12 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","3","5","5","5","3","3","1","3","3","1","1","3","1","3","5","1","2","3","3","3","3"
"2025/06/04 8:01:52 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","5","5","5","5","5","5","3","3","4","3","5","5","5","5","5","4","5","5","5","4"
"2025/06/04 8:04:22 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 8:04:28 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","1","1","1","2","1","1","2","2","3","1","1","5","3","5","5","4","5","3","1","5"
"2025/06/04 8:08:21 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 8:10:20 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 8:12:01 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","1","1","1","1","1","1","1","1","1","4","3","1","1","1","1","1","1","1","1","1","2"
"2025/06/04 8:15:17 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"2025/06/04 8:17:35 p.m. GMT-6","","Hombre","Durango","3","3","3","3","3","3","3","3","3","3","3","4","4","3","3","3","3","3","3","3","3","3"
"2025/06/04 8:21:21 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","5"
"2025/06/04 8:23:07 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 8:23:16 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Gómez Palacio","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1"
"2025/06/04 8:30:32 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 8:31:06 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 8:33:21 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","4","4","4","4","4","4","4","4","4","4","1","1","4","4","4","3","4","4","4","3","4"
"2025/06/04 8:34:28 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 8:35:02 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","5","3","5","5","5","5","3","3","4","5","5","5","5","5","5","5","5","5"
"2025/06/04 8:36:12 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Pueblo Nuevo","4","3","3","4","3","3","4","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3"
"2025/06/04 8:36:58 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","4","1","1","4","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 8:37:22 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Gómez Palacio","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 8:40:59 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","1","1","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","3","3"
"2025/06/04 8:41:36 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 8:42:10 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 8:44:19 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3"
"2025/06/04 8:46:41 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Pueblo Nuevo","4","4","4","4","4","4","3","3","4","3","4","3","3","2","3","4","3","3","3","4","3","3"
"2025/06/04 8:47:39 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","1","4","1","3","3","1","1","1","3","1","3","1","4","3","3","4","4","3","3","3","3","4"
"2025/06/04 8:52:14 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","3","3","2","2","3","3","3","3","4","2","4","4","4","3","4","5","5","4"
"2025/06/04 8:58:10 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Pueblo Nuevo","1","2","1","1","1","3","3","2","2","3","3","3","3","2","2","2","2","2","2","2","2","2"
"2025/06/04 8:58:54 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Gómez Palacio","5","5","5","4","4","4","4","5","4","4","4","3","3","4","4","4","3","4","4","4","4","3"
"2025/06/04 8:59:14 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Pueblo Nuevo","1","1","1","1","3","2","1","1","3","3","4","1","1","4","4","4","4","4","5","5","4","4"
"2025/06/04 8:59:41 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Lerdo","5","5","5","5","3","5","1","1","3","3","1","1","1","3","5","5","5","5","5","5","5","5"
"2025/06/04 9:00:59 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Pueblo Nuevo","4","4","3","3","3","1","2","3","5","5","5","1","1","4","5","5","5","5","5","5","1","5"
"2025/06/04 9:03:03 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:03:27 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Lerdo","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 9:09:54 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:13:42 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:15:00 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:17:02 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Gómez Palacio","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/06/04 9:20:01 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","4","4","4","4","4","4","4","3","4","4","4","4","4","3","4","4","4","3","4","4","3","3"
"2025/06/04 9:20:04 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:27:14 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","3","3","2","3","5","2","3","5","5","5","5","5","4","5","5","4","3","3"
"2025/06/04 9:29:06 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","4","3","4","5","5","5","4","4","5","4","4","5","4","4","4","5","5","4"
"2025/06/04 9:31:50 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","1","3","4","4","1","3","3","4","4","5","4","3","3","3","3","4","3","5","5","5","5","5"
"2025/06/04 9:35:10 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","1","1","1","2","2","5","2","2","2","3","3","1","1","1","1","1","2","2","1","2","2"
"2025/06/04 9:37:44 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:44:54 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Lerdo","5","1","1","3","1","1","1","1","1","2","1","1","1","1","3","2","1","1","3","1","1","1"
"2025/06/04 9:48:50 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Pueblo Nuevo","3","3","3","3","2","2","3","3","4","4","1","1","2","3","4","4","3","2","3","5","2","2"
"2025/06/04 9:54:16 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 9:57:00 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","5","5","5","5","5","4","4","3","5","5","5","5","3","4","4","4","3","5","4","4","4","4"
"2025/06/04 10:02:15 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","4","3","4","4","3","3","3","3","3","4","4","4","4","4","4","4","4","4"
"2025/06/04 10:10:27 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 10:34:55 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 10:45:05 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 10:45:15 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 10:57:30 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","3","2","2","1","2","1","1","1","1","2","1","1","1","1","3","2","1","1","1","1","1","1"
"2025/06/04 11:16:48 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/04 11:17:54 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","3","3","3","4","4","4","3","4","1","3","3","3","4","4","4","3","3","3","3","3","4"
"2025/06/04 11:21:37 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/04 11:24:45 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","2","2","2","2","1","1","1","1","2","1","1","2","2","2","1","2","3","2","3","3","1"
"2025/06/05 1:23:28 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/05 3:05:20 a.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","1","1","1","1","3","3","1","4","1","2","1","1","1","3","1","1","1","1","1","1","1","1"
"2025/06/05 3:07:37 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","4","4","3","2","2","3","4","4","1","2","2","3","3","4","3","3","3","4","2","4"
"2025/06/05 7:27:16 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/06/05 8:41:26 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","5","5","4","5","5","4","5","3","3","3","1","1","3","5","3","3","4","3","4","5","3","3"
"2025/06/05 8:59:22 a.m. GMT-6","","Mujer","Gómez Palacio","3","3","3","3","3","3","3","2","4","3","3","1","3","3","3","3","1","3","3","3","3","3"
"2025/06/05 9:11:49 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"2025/06/05 9:48:41 a.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","4","5","4","4","5","4","3","4","4","4","5","5","5","5","4","5","5","4","4","5"
"2025/06/05 10:16:14 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/05 10:35:20 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/05 11:10:06 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/05 11:11:38 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","5","5","5","5","1","1","1","1","1","1","5","5","5","5","5","1","1","5","5","3"
"2025/06/05 11:11:47 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/05 11:14:02 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/05 11:22:43 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/05 11:24:52 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/05 11:34:23 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/05 11:45:57 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Santa Clara","4","4","4","3","4","4","4","4","4","4","3","2","2","4","4","4","4","4","4","4","2","3"
"2025/06/05 11:50:39 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/05 11:55:37 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/05 11:57:29 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","4","4","4","3","4","2","2","3","3","1","1","3","3","4","4","2","2","4","4","5","3"
"2025/06/05 11:58:27 a.m. GMT-6","","Hombre","Durango","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/05 12:01:25 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","2","1","3","1","4","1","1","1","3","2","1","1","2","2","1","1","1","2","3","2","1","5"
"2025/06/05 12:06:10 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/05 12:09:11 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/06/05 12:18:09 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","5","5","5","5","5","5","1","1","5","5","5","5","5","5","5","5","5","4"
"2025/06/05 12:32:31 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Santa Clara","4","4","3","4","4","3","2","3","4","4","2","2","3","3","5","5","5","4","5","5","2","3"
"2025/06/05 12:35:29 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Santa Clara","3","4","3","3","3","4","4","4","4","3","2","3","3","3","3","3","3","3","3","4","4","3"
"2025/06/05 12:46:14 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Santa Clara","4","4","3","3","4","3","2","4","5","3","3","3","3","4","4","4","4","3","3","3","3","2"
"2025/06/05 12:49:38 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","2","2","5","3","3","1","2","2","1","1","1","1","3","4","5","5","3","1","2","3","3","2"
"2025/06/05 12:59:56 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/05 2:59:42 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
